Saved Sample Number,Date,Timestamp,Elapsed Time (seconds),Elapsed Time (minutes),Gas Sensor 1 Raw,Gas Sensor 1 Voltage (V),Gas Sensor 2 Raw,Gas Sensor 2 Voltage (V),Gas Sensor 3 Raw,Gas Sensor 3 Voltage (V),Temperature (C),Humidity (%),Pressure (hPa),BME680 Gas Resistance (kOhms)
184,2026-07-21,2026-07-21 08:00:14 PM,5520.088,92.0015,7805,0.9756,3499,0.4374,10381,1.2976,28.4,39.43,992.77,86.17
185,2026-07-21,2026-07-21 08:00:44 PM,5550.092,92.5015,7811,0.9764,3500,0.4375,10393,1.2991,28.4,39.44,992.79,86.43
186,2026-07-21,2026-07-21 08:01:14 PM,5580.087,93.0014,7822,0.9778,3497,0.4371,10393,1.2991,28.4,39.45,992.83,86.69
187,2026-07-21,2026-07-21 08:01:44 PM,5610.096,93.5016,7827,0.9784,3496,0.437,10400,1.3,28.39,39.44,992.84,86.08
188,2026-07-21,2026-07-21 08:02:14 PM,5640.094,94.0016,7829,0.9786,3498,0.4373,10410,1.3013,28.39,39.45,992.83,85.82
189,2026-07-21,2026-07-21 08:02:44 PM,5670.094,94.5016,7837,0.9796,3496,0.437,10415,1.3019,28.38,39.48,992.81,85.65
190,2026-07-21,2026-07-21 08:03:14 PM,5700.088,95.0015,7839,0.9799,3492,0.4365,10418,1.3023,28.37,39.5,992.85,85.65
191,2026-07-21,2026-07-21 08:03:44 PM,5730.089,95.5015,7846,0.9808,3491,0.4364,10424,1.303,28.36,39.51,992.82,85.91
192,2026-07-21,2026-07-21 08:04:14 PM,5760.095,96.0016,7857,0.9821,3488,0.436,10432,1.304,28.35,39.53,992.82,85.91
193,2026-07-21,2026-07-21 08:04:44 PM,5790.084,96.5014,7857,0.9821,3485,0.4356,10436,1.3045,28.34,39.53,992.8,85.47
194,2026-07-21,2026-07-21 08:05:14 PM,5820.086,97.0014,7863,0.9829,3484,0.4355,10439,1.3049,28.32,39.56,992.78,85.73
195,2026-07-21,2026-07-21 08:05:44 PM,5850.084,97.5014,7866,0.9833,3481,0.4351,10444,1.3055,28.31,39.57,992.74,85.91
196,2026-07-21,2026-07-21 08:06:14 PM,5880.082,98.0014,7870,0.9838,3480,0.435,10449,1.3061,28.29,39.59,992.73,85.99
197,2026-07-21,2026-07-21 08:06:44 PM,5910.092,98.5015,7870,0.9838,3474,0.4343,10451,1.3064,28.27,39.6,992.69,85.73
198,2026-07-21,2026-07-21 08:07:14 PM,5940.093,99.0015,7873,0.9841,3472,0.434,10452,1.3065,28.26,39.62,992.68,85.91
199,2026-07-21,2026-07-21 08:07:44 PM,5970.073,99.5012,7877,0.9846,3470,0.4338,10457,1.3071,28.24,39.62,992.66,85.73
200,2026-07-21,2026-07-21 08:08:14 PM,6000.085,100.0014,7879,0.9849,3461,0.4326,10461,1.3076,28.22,39.65,992.66,85.91
201,2026-07-21,2026-07-21 08:08:44 PM,6030.08,100.5013,7878,0.9848,3464,0.433,10465,1.3081,28.21,39.65,992.67,85.39
202,2026-07-21,2026-07-21 08:09:14 PM,6060.089,101.0015,7879,0.9849,3460,0.4325,10467,1.3084,28.2,39.65,992.65,85.22
203,2026-07-21,2026-07-21 08:09:44 PM,6090.081,101.5013,7885,0.9856,3460,0.4325,10469,1.3086,28.18,39.65,992.65,85.56
204,2026-07-21,2026-07-21 08:10:14 PM,6120.086,102.0014,7889,0.9861,3456,0.432,10476,1.3095,28.18,39.65,992.67,84.88
205,2026-07-21,2026-07-21 08:10:44 PM,6150.074,102.5012,7894,0.9868,3456,0.432,10484,1.3105,28.17,39.67,992.67,85.13
206,2026-07-21,2026-07-21 08:11:14 PM,6180.073,103.0012,7894,0.9868,3449,0.4311,10486,1.3108,28.17,39.67,992.7,84.8
207,2026-07-21,2026-07-21 08:11:44 PM,6210.065,103.5011,7901,0.9876,3453,0.4316,10494,1.3118,28.17,39.63,992.71,84.88
208,2026-07-21,2026-07-21 08:12:14 PM,6240.079,104.0013,7907,0.9884,3452,0.4315,10498,1.3123,28.17,39.64,992.73,85.13
209,2026-07-21,2026-07-21 08:12:44 PM,6270.079,104.5013,7915,0.9894,3449,0.4311,10507,1.3134,28.17,39.64,992.75,84.8
210,2026-07-21,2026-07-21 08:13:14 PM,6300.068,105.0011,7921,0.9901,3446,0.4308,10512,1.314,28.18,39.63,992.74,84.46
211,2026-07-21,2026-07-21 08:13:44 PM,6330.073,105.5012,7927,0.9909,3448,0.431,10515,1.3144,28.19,39.61,992.76,84.54
212,2026-07-21,2026-07-21 08:14:14 PM,6360.078,106.0013,7939,0.9924,3451,0.4314,10521,1.3151,28.2,39.61,992.76,84.88
213,2026-07-21,2026-07-21 08:14:44 PM,6390.08,106.5013,7943,0.9929,3446,0.4308,10529,1.3161,28.2,39.6,992.78,84.46
214,2026-07-21,2026-07-21 08:15:14 PM,6420.076,107.0013,7953,0.9941,3452,0.4315,10528,1.316,28.21,39.59,992.73,84.29
215,2026-07-21,2026-07-21 08:15:44 PM,6450.077,107.5013,7959,0.9949,3448,0.431,10543,1.3179,28.22,39.58,992.73,84.29
216,2026-07-21,2026-07-21 08:16:14 PM,6480.063,108.001,7967,0.9959,3445,0.4306,10547,1.3184,28.24,39.56,992.73,83.88
217,2026-07-21,2026-07-21 08:16:44 PM,6510.074,108.5012,7969,0.9961,3449,0.4311,10555,1.3194,28.25,39.55,992.72,84.13
218,2026-07-21,2026-07-21 08:17:14 PM,6540.08,109.0013,7978,0.9973,3443,0.4304,10562,1.3203,28.26,39.54,992.68,84.29
219,2026-07-21,2026-07-21 08:17:44 PM,6570.067,109.5011,7985,0.9981,3445,0.4306,10568,1.321,28.26,39.53,992.68,84.04
220,2026-07-21,2026-07-21 08:18:14 PM,6600.065,110.0011,7992,0.999,3448,0.431,10574,1.3218,28.27,39.53,992.67,84.13
221,2026-07-21,2026-07-21 08:18:44 PM,6630.073,110.5012,7998,0.9998,3445,0.4306,10581,1.3226,28.28,39.51,992.65,83.96
222,2026-07-21,2026-07-21 08:19:14 PM,6660.059,111.001,8005,1.0006,3446,0.4308,10587,1.3234,28.29,39.52,992.66,83.96
223,2026-07-21,2026-07-21 08:19:44 PM,6690.069,111.5011,8011,1.0014,3447,0.4309,10593,1.3241,28.3,39.5,992.68,83.47
224,2026-07-21,2026-07-21 08:20:14 PM,6720.059,112.001,8014,1.0017,3445,0.4306,10601,1.3251,28.3,39.52,992.65,83.22
225,2026-07-21,2026-07-21 08:20:44 PM,6750.072,112.5012,8021,1.0026,3449,0.4311,10605,1.3256,28.31,39.52,992.68,83.88
226,2026-07-21,2026-07-21 08:21:14 PM,6780.067,113.0011,8025,1.0031,3441,0.4301,10609,1.3261,28.31,39.51,992.73,83.06
227,2026-07-21,2026-07-21 08:21:44 PM,6810.066,113.5011,8032,1.004,3447,0.4309,10614,1.3268,28.31,39.52,992.73,82.98
228,2026-07-21,2026-07-21 08:22:14 PM,6840.053,114.0009,8033,1.0041,3440,0.43,10622,1.3278,28.31,39.52,992.74,83.39
229,2026-07-21,2026-07-21 08:22:44 PM,6870.061,114.501,8041,1.0051,3439,0.4299,10625,1.3281,28.31,39.53,992.75,83.39
230,2026-07-21,2026-07-21 08:23:14 PM,6900.057,115.0009,8046,1.0058,3446,0.4308,10631,1.3289,28.31,39.54,992.75,83.22
231,2026-07-21,2026-07-21 08:23:44 PM,6930.071,115.5012,8049,1.0061,3442,0.4303,10634,1.3293,28.3,39.54,992.75,82.9
232,2026-07-21,2026-07-21 08:24:14 PM,6960.062,116.001,8050,1.0063,3443,0.4304,10642,1.3303,28.3,39.55,992.75,83.06
233,2026-07-21,2026-07-21 08:24:44 PM,6990.067,116.5011,8049,1.0061,3437,0.4296,10639,1.3299,28.29,39.55,992.76,82.66
234,2026-07-21,2026-07-21 08:25:14 PM,7020.057,117.0009,8053,1.0066,3440,0.43,10649,1.3311,28.28,39.58,992.77,82.58
235,2026-07-21,2026-07-21 08:25:44 PM,7050.047,117.5008,8051,1.0064,3436,0.4295,10652,1.3315,28.27,39.59,992.76,83.14
236,2026-07-21,2026-07-21 08:26:14 PM,7080.068,118.0011,8053,1.0066,3437,0.4296,10653,1.3316,28.26,39.61,992.77,82.98
237,2026-07-21,2026-07-21 08:26:44 PM,7110.068,118.5011,8055,1.0069,3432,0.429,10657,1.3321,28.24,39.61,992.77,83.22
238,2026-07-21,2026-07-21 08:27:14 PM,7140.054,119.0009,8059,1.0074,3432,0.429,10662,1.3328,28.23,39.63,992.78,83.06
239,2026-07-21,2026-07-21 08:27:44 PM,7170.056,119.5009,8060,1.0075,3428,0.4285,10663,1.3329,28.22,39.63,992.8,82.82
240,2026-07-21,2026-07-21 08:28:14 PM,7200.046,120.0008,8062,1.0078,3423,0.4279,10661,1.3326,28.2,39.66,992.81,83.06
241,2026-07-21,2026-07-21 08:28:44 PM,7230.049,120.5008,8059,1.0074,3425,0.4281,10665,1.3331,28.18,39.66,992.79,82.34
242,2026-07-21,2026-07-21 08:29:14 PM,7260.049,121.0008,8061,1.0076,3423,0.4279,10666,1.3333,28.17,39.68,992.83,82.58
243,2026-07-21,2026-07-21 08:29:44 PM,7290.05,121.5008,8062,1.0078,3422,0.4278,10671,1.3339,28.16,39.69,992.84,82.66
244,2026-07-21,2026-07-21 08:30:14 PM,7320.053,122.0009,8062,1.0078,3418,0.4273,10677,1.3346,28.15,39.7,992.87,82.42
245,2026-07-21,2026-07-21 08:30:44 PM,7350.049,122.5008,8063,1.0079,3414,0.4268,10679,1.3349,28.14,39.7,992.89,82.5
246,2026-07-21,2026-07-21 08:31:14 PM,7380.051,123.0008,8067,1.0084,3413,0.4266,10683,1.3354,28.13,39.7,992.88,82.58
247,2026-07-21,2026-07-21 08:31:44 PM,7410.048,123.5008,8068,1.0085,3413,0.4266,10683,1.3354,28.13,39.71,992.88,82.66
248,2026-07-21,2026-07-21 08:32:14 PM,7440.042,124.0007,8065,1.0081,3408,0.426,10689,1.3361,28.12,39.7,992.89,82.66
249,2026-07-21,2026-07-21 08:32:44 PM,7470.05,124.5008,8072,1.009,3405,0.4256,10695,1.3369,28.12,39.69,992.89,82.58
250,2026-07-21,2026-07-21 08:33:14 PM,7500.052,125.0009,8073,1.0091,3406,0.4258,10695,1.3369,28.12,39.7,992.9,82.1
251,2026-07-21,2026-07-21 08:33:44 PM,7530.043,125.5007,8079,1.0099,3409,0.4261,10699,1.3374,28.13,39.67,992.92,82.5
252,2026-07-21,2026-07-21 08:34:14 PM,7560.04,126.0007,8084,1.0105,3405,0.4256,10705,1.3381,28.13,39.68,992.9,82.74
253,2026-07-21,2026-07-21 08:34:44 PM,7590.038,126.5006,8084,1.0105,3406,0.4258,10708,1.3385,28.14,39.65,992.93,82.1
254,2026-07-21,2026-07-21 08:35:14 PM,7620.044,127.0007,8090,1.0113,3408,0.426,10713,1.3391,28.14,39.66,992.92,82.18
255,2026-07-21,2026-07-21 08:35:44 PM,7650.034,127.5006,8095,1.0119,3403,0.4254,10717,1.3396,28.15,39.63,992.92,82.1
256,2026-07-21,2026-07-21 08:36:14 PM,7680.047,128.0008,8098,1.0123,3404,0.4255,10723,1.3404,28.16,39.63,992.92,81.95
257,2026-07-21,2026-07-21 08:36:44 PM,7710.05,128.5008,8102,1.0128,3407,0.4259,10727,1.3409,28.17,39.61,992.9,82.02
258,2026-07-21,2026-07-21 08:37:14 PM,7740.04,129.0007,8111,1.0139,3406,0.4258,10733,1.3416,28.18,39.59,992.91,81.87
259,2026-07-21,2026-07-21 08:37:44 PM,7770.042,129.5007,8114,1.0143,3405,0.4256,10742,1.3428,28.19,39.6,992.9,81.71
260,2026-07-21,2026-07-21 08:38:14 PM,7800.033,130.0005,8121,1.0151,3406,0.4258,10743,1.3429,28.2,39.58,992.92,82.02
261,2026-07-21,2026-07-21 08:38:44 PM,7830.035,130.5006,8127,1.0159,3410,0.4263,10751,1.3439,28.21,39.56,992.93,81.71
262,2026-07-21,2026-07-21 08:39:14 PM,7860.04,131.0007,8130,1.0163,3410,0.4263,10754,1.3443,28.23,39.56,992.93,81.71
263,2026-07-21,2026-07-21 08:39:44 PM,7890.042,131.5007,8135,1.0169,3410,0.4263,10760,1.345,28.24,39.55,992.92,81.4
264,2026-07-21,2026-07-21 08:40:14 PM,7920.035,132.0006,8138,1.0173,3410,0.4263,10770,1.3463,28.25,39.54,992.9,81.32
265,2026-07-21,2026-07-21 08:40:44 PM,7950.035,132.5006,8143,1.0179,3412,0.4265,10773,1.3466,28.26,39.54,992.89,81.4
266,2026-07-21,2026-07-21 08:41:14 PM,7980.028,133.0005,8153,1.0191,3407,0.4259,10777,1.3471,28.27,39.53,992.89,81.32
267,2026-07-21,2026-07-21 08:41:44 PM,8010.034,133.5006,8153,1.0191,3407,0.4259,10785,1.3481,28.28,39.53,992.88,81.01
268,2026-07-21,2026-07-21 08:42:14 PM,8040.043,134.0007,8159,1.0199,3407,0.4259,10787,1.3484,28.28,39.52,992.87,81.48
269,2026-07-21,2026-07-21 08:42:44 PM,8070.026,134.5004,8161,1.0201,3408,0.426,10793,1.3491,28.29,39.52,992.88,80.78
270,2026-07-21,2026-07-21 08:43:14 PM,8100.032,135.0005,8167,1.0209,3406,0.4258,10799,1.3499,28.3,39.52,992.88,81.24
271,2026-07-21,2026-07-21 08:43:44 PM,8130.028,135.5005,8169,1.0211,3404,0.4255,10807,1.3509,28.3,39.51,992.87,81.01
272,2026-07-21,2026-07-21 08:44:14 PM,8160.036,136.0006,8174,1.0218,3403,0.4254,10810,1.3513,28.31,39.51,992.87,81.17
273,2026-07-21,2026-07-21 08:44:44 PM,8190.025,136.5004,8179,1.0224,3406,0.4258,10817,1.3521,28.32,39.5,992.85,80.86
274,2026-07-21,2026-07-21 08:45:14 PM,8220.028,137.0005,8183,1.0229,3407,0.4259,10823,1.3529,28.33,39.49,992.86,80.71
275,2026-07-21,2026-07-21 08:45:44 PM,8250.026,137.5004,8186,1.0233,3405,0.4256,10827,1.3534,28.34,39.49,992.86,80.86
276,2026-07-21,2026-07-21 08:46:14 PM,8280.039,138.0006,8191,1.0239,3408,0.426,10834,1.3543,28.35,39.48,992.84,80.63
277,2026-07-21,2026-07-21 08:46:44 PM,8310.023,138.5004,8194,1.0243,3405,0.4256,10843,1.3554,28.36,39.48,992.86,81.01
278,2026-07-21,2026-07-21 08:47:14 PM,8340.035,139.0006,8199,1.0249,3406,0.4258,10855,1.3569,28.37,39.47,992.84,80.55
279,2026-07-21,2026-07-21 08:47:44 PM,8370.023,139.5004,8212,1.0265,3414,0.4268,10874,1.3593,28.38,39.47,992.84,80.33
280,2026-07-21,2026-07-21 08:48:14 PM,8400.019,140.0003,8217,1.0271,3408,0.426,10895,1.3619,28.39,39.46,992.86,80.33
281,2026-07-21,2026-07-21 08:48:44 PM,8430.027,140.5005,8224,1.028,3415,0.4269,10912,1.364,28.4,39.45,992.84,79.95
282,2026-07-21,2026-07-21 08:49:14 PM,8460.028,141.0005,8231,1.0289,3415,0.4269,10931,1.3664,28.41,39.44,992.81,80.03
283,2026-07-21,2026-07-21 08:49:44 PM,8490.027,141.5004,8234,1.0293,3415,0.4269,10950,1.3688,28.43,39.45,992.81,79.95
284,2026-07-21,2026-07-21 08:50:14 PM,8520.028,142.0005,8241,1.0301,3419,0.4274,10966,1.3708,28.44,39.44,992.84,79.72
285,2026-07-21,2026-07-21 08:50:44 PM,8550.022,142.5004,8245,1.0306,3418,0.4273,10979,1.3724,28.45,39.43,992.82,80.25
286,2026-07-21,2026-07-21 08:51:14 PM,8580.027,143.0004,8253,1.0316,3424,0.428,10990,1.3738,28.47,39.43,992.81,79.65
287,2026-07-21,2026-07-21 08:51:44 PM,8610.015,143.5002,8259,1.0324,3418,0.4273,11002,1.3753,28.47,39.42,992.83,79.87
288,2026-07-21,2026-07-21 08:52:14 PM,8640.019,144.0003,8260,1.0325,3424,0.428,11011,1.3764,28.48,39.42,992.81,80.1
289,2026-07-21,2026-07-21 08:52:44 PM,8670.03,144.5005,8263,1.0329,3424,0.428,11020,1.3775,28.48,39.42,992.83,79.65
290,2026-07-21,2026-07-21 08:53:14 PM,8700.013,145.0002,8267,1.0334,3427,0.4284,11026,1.3783,28.49,39.44,992.83,79.06
291,2026-07-21,2026-07-21 08:53:44 PM,8730.018,145.5003,8269,1.0336,3426,0.4283,11032,1.379,28.48,39.45,992.83,79.36
292,2026-07-21,2026-07-21 08:54:14 PM,8760.032,146.0005,8270,1.0338,3424,0.428,11038,1.3798,28.48,39.46,992.84,79.43
293,2026-07-21,2026-07-21 08:54:44 PM,8790.02,146.5003,8272,1.034,3426,0.4283,11046,1.3808,28.48,39.46,992.86,79.43
294,2026-07-21,2026-07-21 08:55:14 PM,8820.018,147.0003,8275,1.0344,3422,0.4278,11050,1.3813,28.47,39.49,992.85,79.65
295,2026-07-21,2026-07-21 08:55:44 PM,8850.022,147.5004,8274,1.0343,3424,0.428,11056,1.382,28.46,39.5,992.89,79.43
296,2026-07-21,2026-07-21 08:56:14 PM,8880.015,148.0003,8274,1.0343,3421,0.4276,11061,1.3826,28.46,39.52,992.87,79.21
297,2026-07-21,2026-07-21 08:56:44 PM,8910.022,148.5004,8277,1.0346,3418,0.4273,11061,1.3826,28.44,39.54,992.91,79.5
298,2026-07-21,2026-07-21 08:57:14 PM,8940.012,149.0002,8272,1.034,3421,0.4276,11067,1.3834,28.43,39.56,992.91,79.28
299,2026-07-21,2026-07-21 08:57:44 PM,8970.026,149.5004,8274,1.0343,3419,0.4274,11067,1.3834,28.42,39.57,992.9,79.21
300,2026-07-21,2026-07-21 08:58:14 PM,9000.013,150.0002,8270,1.0338,3417,0.4271,11068,1.3835,28.4,39.59,992.91,79.43
301,2026-07-21,2026-07-21 08:58:44 PM,9030.02,150.5003,8271,1.0339,3415,0.4269,11071,1.3839,28.39,39.61,992.9,79.21
302,2026-07-21,2026-07-21 08:59:14 PM,9060.014,151.0002,8269,1.0336,3414,0.4268,11073,1.3841,28.37,39.63,992.9,79.21
303,2026-07-21,2026-07-21 08:59:44 PM,9090.012,151.5002,8269,1.0336,3408,0.426,11074,1.3843,28.35,39.65,992.88,79.13
304,2026-07-21,2026-07-21 09:00:14 PM,9120.014,152.0002,8261,1.0326,3408,0.426,11077,1.3846,28.33,39.66,992.88,79.28
305,2026-07-21,2026-07-21 09:00:44 PM,9150.016,152.5003,8261,1.0326,3408,0.426,11079,1.3849,28.32,39.69,992.87,79.06
306,2026-07-21,2026-07-21 09:01:14 PM,9180.02,153.0003,8256,1.032,3405,0.4256,11078,1.3848,28.3,39.69,992.85,79.43
307,2026-07-21,2026-07-21 09:01:44 PM,9210.185,153.5031,8256,1.032,3401,0.4251,11079,1.3849,28.28,39.73,992.83,79.28
308,2026-07-21,2026-07-21 09:02:14 PM,9240.022,154.0004,8253,1.0316,3401,0.4251,11078,1.3848,28.26,39.75,992.82,79.36
309,2026-07-21,2026-07-21 09:02:44 PM,9270.016,154.5003,8250,1.0313,3399,0.4249,11081,1.3851,28.24,39.78,992.84,79.36
310,2026-07-21,2026-07-21 09:03:14 PM,9300.014,155.0002,8252,1.0315,3396,0.4245,11079,1.3849,28.23,39.79,992.81,78.77
311,2026-07-21,2026-07-21 09:03:44 PM,9330.015,155.5003,8247,1.0309,3391,0.4239,11076,1.3845,28.21,39.81,992.84,78.91
312,2026-07-21,2026-07-21 09:04:14 PM,9360.008,156.0001,8250,1.0313,3394,0.4243,11079,1.3849,28.2,39.81,992.82,79.28
313,2026-07-21,2026-07-21 09:04:44 PM,9390.004,156.5001,8248,1.031,3388,0.4235,11083,1.3854,28.19,39.84,992.83,79.13
314,2026-07-21,2026-07-21 09:05:14 PM,9420.017,157.0003,8247,1.0309,3384,0.423,11083,1.3854,28.18,39.83,992.85,79.21
315,2026-07-21,2026-07-21 09:05:44 PM,9450.004,157.5001,8245,1.0306,3386,0.4233,11080,1.385,28.17,39.82,992.85,79.21
316,2026-07-21,2026-07-21 09:06:14 PM,9480.007,158.0001,8249,1.0311,3384,0.423,11085,1.3856,28.17,39.83,992.87,79.36
317,2026-07-21,2026-07-21 09:06:44 PM,9510.011,158.5002,8250,1.0313,3388,0.4235,11089,1.3861,28.17,39.82,992.86,79.5
318,2026-07-21,2026-07-21 09:07:14 PM,9540.0,159.0,8250,1.0313,3383,0.4229,11084,1.3855,28.16,39.83,992.88,79.21
319,2026-07-21,2026-07-21 09:07:44 PM,9570.003,159.5001,8246,1.0308,3385,0.4231,11088,1.386,28.16,39.81,992.88,79.36
320,2026-07-21,2026-07-21 09:08:14 PM,9600.003,160.0001,8250,1.0313,3385,0.4231,11095,1.3869,28.17,39.8,992.9,78.91
321,2026-07-21,2026-07-21 09:08:44 PM,9630.006,160.5001,8252,1.0315,3382,0.4228,11094,1.3868,28.17,39.8,992.88,78.77
322,2026-07-21,2026-07-21 09:09:14 PM,9660.002,161.0,8253,1.0316,3381,0.4226,11099,1.3874,28.17,39.8,992.89,78.99
323,2026-07-21,2026-07-21 09:09:44 PM,9690.176,161.5029,8254,1.0318,3375,0.4219,11100,1.3875,28.18,39.78,992.88,78.99
324,2026-07-21,2026-07-21 09:10:14 PM,9720.175,162.0029,8259,1.0324,3377,0.4221,11105,1.3881,28.18,39.77,992.85,79.13
325,2026-07-21,2026-07-21 09:10:44 PM,9750.174,162.5029,8263,1.0329,3384,0.423,11109,1.3886,28.19,39.76,992.83,78.91
326,2026-07-21,2026-07-21 09:11:14 PM,9780.009,163.0001,8266,1.0333,3386,0.4233,11110,1.3888,28.19,39.76,992.82,78.84
327,2026-07-21,2026-07-21 09:11:44 PM,9810.008,163.5001,8265,1.0331,3389,0.4236,11115,1.3894,28.2,39.75,992.77,78.77
328,2026-07-21,2026-07-21 09:12:14 PM,9840.172,164.0029,8269,1.0336,3386,0.4233,11116,1.3895,28.21,39.73,992.81,78.48
329,2026-07-21,2026-07-21 09:12:44 PM,9870.171,164.5029,8273,1.0341,3389,0.4236,11126,1.3908,28.22,39.72,992.79,78.48
330,2026-07-21,2026-07-21 09:13:14 PM,9900.008,165.0001,8275,1.0344,3385,0.4231,11125,1.3906,28.23,39.72,992.81,78.77
331,2026-07-21,2026-07-21 09:13:44 PM,9930.171,165.5028,8275,1.0344,3383,0.4229,11126,1.3908,28.24,39.7,992.82,78.48
332,2026-07-21,2026-07-21 09:14:14 PM,9960.007,166.0001,8278,1.0348,3389,0.4236,11136,1.392,28.25,39.69,992.81,78.55
333,2026-07-21,2026-07-21 09:14:44 PM,9990.008,166.5001,8283,1.0354,3385,0.4231,11138,1.3923,28.26,39.69,992.86,78.05
334,2026-07-21,2026-07-21 09:15:14 PM,10020.168,167.0028,8288,1.036,3386,0.4233,11145,1.3931,28.27,39.68,992.85,78.55
335,2026-07-21,2026-07-21 09:15:44 PM,10050.168,167.5028,8289,1.0361,3385,0.4231,11146,1.3933,28.28,39.67,992.84,78.62
336,2026-07-21,2026-07-21 09:16:14 PM,10080.168,168.0028,8293,1.0366,3390,0.4238,11154,1.3943,28.29,39.67,992.86,78.26
337,2026-07-21,2026-07-21 09:16:44 PM,10110.167,168.5028,8299,1.0374,3390,0.4238,11156,1.3945,28.3,39.65,992.84,78.62
338,2026-07-21,2026-07-21 09:17:14 PM,10140.167,169.0028,8296,1.037,3385,0.4231,11158,1.3948,28.31,39.63,992.81,77.91
339,2026-07-21,2026-07-21 09:17:44 PM,10170.166,169.5028,8299,1.0374,3387,0.4234,11164,1.3955,28.32,39.63,992.82,78.05
340,2026-07-21,2026-07-21 09:18:14 PM,10200.165,170.0027,8302,1.0378,3390,0.4238,11169,1.3961,28.34,39.62,992.79,78.12
341,2026-07-21,2026-07-21 09:18:44 PM,10230.003,170.5,8307,1.0384,3390,0.4238,11174,1.3968,28.35,39.62,992.76,77.98
342,2026-07-21,2026-07-21 09:19:14 PM,10260.163,171.0027,8309,1.0386,3391,0.4239,11179,1.3974,28.36,39.61,992.7,77.98
343,2026-07-21,2026-07-21 09:19:44 PM,10290.163,171.5027,8313,1.0391,3392,0.424,11185,1.3981,28.37,39.6,992.64,77.91
344,2026-07-21,2026-07-21 09:20:14 PM,10320.162,172.0027,8316,1.0395,3394,0.4243,11186,1.3983,28.39,39.6,992.63,77.91
345,2026-07-21,2026-07-21 09:20:44 PM,10350.162,172.5027,8319,1.0399,3396,0.4245,11190,1.3988,28.4,39.58,992.58,78.12
346,2026-07-21,2026-07-21 09:21:14 PM,10380.161,173.0027,8324,1.0405,3395,0.4244,11200,1.4,28.4,39.59,992.59,77.83
347,2026-07-21,2026-07-21 09:21:44 PM,10410.16,173.5027,8324,1.0405,3395,0.4244,11199,1.3999,28.42,39.57,992.57,78.05
348,2026-07-21,2026-07-21 09:22:14 PM,10440.161,174.0027,8330,1.0412,3395,0.4244,11208,1.401,28.42,39.58,992.56,77.69
349,2026-07-21,2026-07-21 09:22:44 PM,10470.16,174.5027,8330,1.0412,3394,0.4243,11212,1.4015,28.43,39.58,992.55,77.55
350,2026-07-21,2026-07-21 09:23:14 PM,10500.159,175.0026,8331,1.0414,3397,0.4246,11214,1.4018,28.44,39.58,992.53,77.76
351,2026-07-21,2026-07-21 09:23:44 PM,10530.158,175.5026,8337,1.0421,3394,0.4243,11213,1.4016,28.44,39.59,992.5,77.48
352,2026-07-21,2026-07-21 09:24:14 PM,10560.158,176.0026,8332,1.0415,3390,0.4238,11222,1.4028,28.44,39.6,992.51,77.48
353,2026-07-21,2026-07-21 09:24:44 PM,10590.157,176.5026,8337,1.0421,3388,0.4235,11225,1.4031,28.44,39.61,992.47,77.55
354,2026-07-21,2026-07-21 09:25:14 PM,10620.156,177.0026,8334,1.0418,3390,0.4238,11227,1.4034,28.43,39.62,992.52,77.48
355,2026-07-21,2026-07-21 09:25:44 PM,10650.156,177.5026,8333,1.0416,3388,0.4235,11231,1.4039,28.42,39.64,992.52,77.34
356,2026-07-21,2026-07-21 09:26:14 PM,10680.155,178.0026,8330,1.0412,3386,0.4233,11234,1.4043,28.41,39.65,992.52,77.48
357,2026-07-21,2026-07-21 09:26:44 PM,10710.155,178.5026,8328,1.041,3391,0.4239,11232,1.404,28.4,39.67,992.54,77.62
358,2026-07-21,2026-07-21 09:27:14 PM,10740.154,179.0026,8328,1.041,3387,0.4234,11240,1.405,28.39,39.69,992.54,77.83
359,2026-07-21,2026-07-21 09:27:44 PM,10770.154,179.5026,8330,1.0412,3388,0.4235,11236,1.4045,28.38,39.71,992.58,77.55
360,2026-07-21,2026-07-21 09:28:14 PM,10800.153,180.0026,8328,1.041,3384,0.423,11233,1.4041,28.36,39.73,992.61,77.34
361,2026-07-21,2026-07-21 09:28:44 PM,10830.152,180.5025,8322,1.0403,3385,0.4231,11239,1.4049,28.35,39.76,992.61,77.48
362,2026-07-21,2026-07-21 09:29:14 PM,10860.152,181.0025,8318,1.0398,3376,0.422,11239,1.4049,28.33,39.77,992.65,77.48
363,2026-07-21,2026-07-21 09:29:44 PM,10890.152,181.5025,8316,1.0395,3378,0.4223,11241,1.4051,28.32,39.8,992.71,77.27
364,2026-07-21,2026-07-21 09:30:14 PM,10920.151,182.0025,8312,1.039,3374,0.4218,11242,1.4053,28.3,39.82,992.74,77.62
365,2026-07-21,2026-07-21 09:30:44 PM,10950.15,182.5025,8312,1.039,3374,0.4218,11239,1.4049,28.28,39.83,992.76,77.55
366,2026-07-21,2026-07-21 09:31:14 PM,10980.149,183.0025,8306,1.0383,3375,0.4219,11239,1.4049,28.26,39.86,992.78,77.62
367,2026-07-21,2026-07-21 09:31:44 PM,11010.149,183.5025,8304,1.038,3371,0.4214,11243,1.4054,28.24,39.88,992.76,77.62
368,2026-07-21,2026-07-21 09:32:14 PM,11040.148,184.0025,8299,1.0374,3371,0.4214,11239,1.4049,28.22,39.88,992.79,77.48
